,NAME,ADDRESS,STAR_AVG,STAR_DIST_DECENDING,REVIEW_TITLE,REVIEW_STAR,REVIEW,VISIT_DATE,WRITE_DATE,LANGUAGE
2924,봉산문화거리,"대구 Bongsan-dong, Jung-gu",3.5,"['4', '10', '2', '2', '1']",작은 공연,3.0,볼거리가 풍부하진 않지만 작은 공연이나 소소한 것들이 틈틈이 진행되는 곳이라 대구에서는 없어서는 안될곳입니다.,2015년 2월 • 가족,2015년 9월 30일 작성,한국어
2925,봉산문화거리,"대구 Bongsan-dong, Jung-gu",3.5,"['4', '10', '2', '2', '1']",너무 일찍 닫는다.,4.0,평균적인 항법사 일 뿐이므로 이것을 찾으려면 잠시 시간이 걸립니다. 늦게까지 더 많은 것을 열어 주시기를 바랍니다. 내가 본 것은 내가 다시 돌아 오기를 원했던 것이다.,2018년 7월 • 개인,,한국어
2926,봉산문화거리,"대구 Bongsan-dong, Jung-gu",3.5,"['4', '10', '2', '2', '1']",나이트라이프,4.0,주변에 있는 카페와 레스토랑이 많이 있습니다. 언젠가 다시 나중에 다시 오고싶어요.,2017년 1월 • 친구,번역: Asia Online Language Studio,한국어
2927,봉산문화거리,"대구 Bongsan-dong, Jung-gu",3.5,"['4', '10', '2', '2', '1']",좋은 방문,4.0,"좋은 작은 거리 들 과 예술 상점, 카페, 레스토랑, 가게 작성 (?), 벽화가 인상적이고. 밤에 너무 늦게 가서 조금 가능성이 있었기 때문에 번잡하지 않은 경우. 시내와 가까워서 정말 볼 만합니다.",2015년 11월 • 개인,번역: Asia Online Language Studio,한국어
2928,청라언덕,대구 중구 서성로 7,4.0,"['3', '5', '1', '0', '0']",역사적 장소,5.0,"이곳은 초기 병원이 시작된 매우 역사적인 장소입니다. 장로교 교회와 함께 몇 개의 작은 박물관이 있습니다. 또한, 근처에는 가톨릭 성당도 있습니다.",2019년 10월 • 가족,,영어
2929,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",傳統街市,4.0,"傳統南韓街市，除一般街市的濕貨，還有日常用品，衣服百貨和街頭小吃。
如果想了解韓國人生活習慣，不妨走走看看。",2020년 1월 • 친구,2020년 1월 18일 작성,중국어(타이완)
2930,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",白天是雜貨市場，晚上變身食品夜市,4.0,夜市一條街整齊排列着各色小吃餐車，還貼心的在車上有中文註解。食物豐富不貴，還有免費的座椅和小舞台駐唱，氛圍輕鬆愉快。有的攤位排隊時間太長，要有心理準備有所取捨。,,2019년 10월 7일 작성,중국어(타이완)
2931,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",採買韓貨和吃美食的好地方,4.0,第二次來訪了，對這邊的小吃念念不忘，只是今天要來換旅遊卷，下午4點吃午餐慶熙燉排骨，好吃又不貴，可惜市場六點多就關門了，我們沒有足夠的時間好好逛。,2019년 9월 • 친구,2019년 9월 16일 작성,중국어(타이완)
2932,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",很小，但是有着美味的食物,4.0,在首爾的廣江市場逛完之後，到其他地方就會讓人覺得任何東西都會感覺更小了的，是有着更少的選擇的，周邊是有着更少的人的。 但是這個西門市場，仍然是一個值得嘗試許多不同菜肴的目的地，你永遠不會得到離火這麼近的食物的。 這邊有着美味的扇貝、烤雞、綠豆煎餅，全都是準備好了的，只需幾分鐘之內，就可以上桌的了。 你在這邊可以逛一逛、吃頓飯，再逛一逛、吃頓飯，你甚至可以順便去商店買一瓶冰啤酒的。,,2019년 8월 6일 작성,중국어(타이완)
2933,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",人們友好，一個難忘的地方,4.0,我和我男朋友一起遊覽了那。乘地鐵很容易到達。很大一個地方，幾乎賣所以的東西。我買了炒年糕和煎的薄餃子和紫菜包飯。總共7000韓元。味道還可以，但是我認為不是原味。他們把味道做的更適合外國人。對此我有點兒遺憾。儘管很擁擠，我還是很喜歡那的。哦，如果有機會再去那，我想晚上去那。,,2019년 7월 11일 작성,중국어(타이완)
2934,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",還可以,4.0,我是在我住的旅館附近遊盪的時候無意中發現這個景點的。這是一個相當有趣的地方，這個景點這裡有許多精緻的食物和友好的人們。雖然這裡會講英語的商販不多，但最後我發現這也不是什麼太大的問題。,,2019년 7월 2일 작성,중국어(타이완)
2935,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",富有豐富文化且乾淨的市場,5.0,這裡雖然有點像是觀光景點。但旅客卻相對起來沒有很多。這裡的食物很乾淨且便宜，想要體驗當地的美食，這裡是不錯的選擇。,2019년 6월,2019년 6월 18일 작성,중국어(타이완)
2936,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",體驗當地的好去處,4.0,西門市場是腹地大，且從早上到晚上都能去的地方，不管是要買東西還是吃東都可滿足，傍晚前外變得區域有果菜市場、街邊小吃、服飾店鋪，覺的熱或冷還有大樓商鋪可以逛，但大樓內的商品單價較高，較沒有議價空間；7點後外面的區域還有夜市喔；整個市場逛完應該會會超過半天時間。,2018년 12월 • 친구,2019년 6월 15일 작성,중국어(타이완)
2937,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",刀切面很好吃,5.0,雖然這裡有批發中心，但是服飾的零售價還是很高，根本不是批發價。事實上這裏衣服的價格比Who.au，優衣庫或是街上的精品店都貴。大邱以napchang聞名（煎餃子皮里面裹了雜菜），這裏更習慣吃面而不是吃米飯。這裡有很多麵包房和藥店。在首爾常吃的炸雞、煎餅這裏並不流行。,,2019년 5월 14일 작성,중국어(타이완)
2938,호텔인터불고대구카지노,대구 수성구 팔현길 212,3.5,"['0', '5', '1', '0', '1']",房間一般早餐好吃,4.0,住在casino 樓上，房間很普通。因為是團體，所以有沒太在乎。吃早餐要走到本館，有點距離。早餐算多樣，不錯吃。,2017년 5월 • 커플,2017년 5월 23일 작성,중국어(타이완)
2939,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",一定要來逛逛走走,5.0,地鐵2/3號出口即可到達，市場範圍很大，也有好吃的路邊攤；體驗當地人的日常很有趣。晚上7:00夜市開始，不擁擠也不吵鬧，也有街頭藝人表演；如剛好遇到草莓季節，可以來這買到比外面便宜的草莓🍓。,2019년 3월 • 커플,2019년 3월 10일 작성,중국어(타이완)
2940,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",계산기 두둘기면 품번 검색 아니면 눈탱이,1.0,"눈탱이 처맞음 세일 계산하는데 속지 마세요 계산기들고 두둘기면, 품번 검색 해볼게요 하고 검색하세요 정상가대로 판매하고 세일적용 안된 가격에 구입할 수 있습니다 50% 비싸게 구입할 수 있으니까 저 처럼 따져서 환불 받긴했는데 시간낭비에 스트레스 입니다), 그냥 가서 색상이랑 품번만 보고 인터넷 주문하세요",2021년 5월,2021년 5월 30일 작성,한국어
2941,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",성서에 위치한 아울렛,3.0,"쇼핑몰의 형태 보다는 바깥에 의류매장들이 쭉 늘어선 형태로 많이 되어있어
성서의 나름 규모 있는 아울렛.
중저가 브랜드와 스포츠의류매장이 많다",2018년 1월 • 개인,2018년 12월 27일 작성,한국어
2942,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",득템(!)하고 왓어요 ㅎㅎ,5.0,"두번이나 방문했어요.
나이키운동화사러 니트팁 하나 사러 등
다행히도 세일하는 기간에 맞춰서 가니 일반매장보다 저렴하게 구매할 수 있었어요^^",2018년 8월 • 개인,2018년 10월 23일 작성,한국어
2943,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",중저가 브랜드옷 구매하는 곳,3.0,중저가 스포츠 아웃도어 의류매장이 한 곳에 있어 쇼핑하기 괜찮음. 가끔 의류 쇼핑하러 방문함,2017년 6월,2017년 11월 18일 작성,한국어
2944,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",오래된 곳이다.,3.0,"20대 초반에 직장 근처에 있던 곳이었는데 차로 오지 않으면 좀 멀다 싶은 감이 있었다, 요즘은 모르겠다.
개인적으로 안 좋은 기억이 있어서 좋아 하지 않는 곳이다.
공장에서 일을 끝내고 작업복을 가방에 넣고 허름한 상태로 들어가서
난생 처음 아울렛을 구경 갔었다.
나이키 매장의 아가씨 둘이서 나를 불러 세웠다.
검사 좀 하자면서 가방도 뒤지고 몸도 뒤졌다.
아무 것도 나오지 않으니 그냥 가라고 했다.
소심했던 것도 있고 그런 큰 매장은 처음 가 봐서(메이커란 것을 못 입고 살았다)
주늑 든 것도 있고 허름한 차림으로 돌아 다니다 보니 자격지심이 든 것도 있었다.
그때에 난동이라도 부려서 사과를 받던가 꼬장이라도 부렸어야 하는데 하는 아쉬움이 아직도 있다.",2017년 7월 • 개인,2017년 7월 31일 작성,한국어
2945,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']","백화점이 더 쌀수도,,",3.0,"달서구 성서공단에 위치한 아울렛.
지하철 성서계대역에서 5~10분? 걸으면 도착.
매번 갈때마나 느끼는 거지만 특별한 이벤트나 특가행사는 잘 하지않는듯.
동구 이시아폴리스에 비하면 통로도 좁고 가격면에서도 큰 메리트는 없음.
급할때 가까우니 가는정도.",2017년 4월 • 커플,2017년 4월 23일 작성,한국어
2946,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",싸게 물건 구매,3.0,적당한 가격 그러나 신상품은 오히려 백화점이 더욱 더 싸게 구매 할 지도 모르니 고민 고민 할 것 다양한 중저가 브랜드 및 아웃도어 용품들이 입점해 있음,2016년 9월 • 커플,2016년 9월 16일 작성,한국어
2947,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",급할 때만 가라.,1.0,"성서 계명대와 매우 가까운 공단 근처의 아울렛.
아울렛이긴 하지만, 여타의 아울렛과는 다르게 규모는 조잡한 수준.
파는 블내드도 종류가 매우 한정적이고 제품도 적다.
그렇다고 가격이 아울렛이라고 칭할 정도로 싼 편은 아니라서 메리트가 취약한 곳.",2015년 5월 • 가족,2016년 4월 17일 작성,한국어
2948,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",한번가고 안가게된곳,3.0,아울렛이 많아서 그닥 큰 장점이 없는한 계속가게되진 않는것 같다. 지리적으로 동구 이시아폴리스가 더 가까워 거길 간다. 쇼핑몰만 덩그러니 크게 있어서 복합문화공간이 없어서 그런거 같다. 외부에도 가게가 많으나 몰안에서 해결한다. 주차를 꼭대기에 해서 복잡했다. 사람이 많아 다니기 불편했고 자판기도 몇개 없었고 의자도 몇개 없어 지친 애들이 쉴공간이 없었다. 가격도 저렴한지 잘 모르겠다.,2015년 2월 • 가족,2015년 10월 8일 작성,한국어
2949,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",쇼핑몰은 넓으나 싸진 않다.,3.0,제일 충격적인것은 가격이 싸지 않은것 백화점보다 더 비싼 품목들도 많이 있으니 주의를 해야한다. 주차장은 넓으나 주말은 복잡함.,2015년 9월 • 커플,2015년 9월 15일 작성,한국어
2950,시인이상화고택,대구 중구 서성로 6-1,4.0,"['4', '9', '3', '0', '0']",일본 지배 시대에 유명한 시인이었던 이화화의 옛집. 그는 3.1 운동의 지도자 중 한 사람이었다.,5.0,"일본 지배 시대에 유명한 시인이었던 이화화의 옛집. 그는 3의 지도자 중 한 사람이었습니다. 1 운동.
이것은 일본의 잔인한 판결에 저항하는 누군가를 알 수있는 좋은 기회가 될 수 있습니다. . . 시인으로서.",2018년 5월 • 개인,,영어
2951,시인이상화고택,대구 중구 서성로 6-1,4.0,"['4', '9', '3', '0', '0']",재미있는 작은 사이트,4.0,"이것은 한국의 역사, 특히 일본 점령에 대한 저항에 대해 엿볼 수있는 길가에 숨어있는 수많은 작은 사이트 중 하나입니다. 너무 좋지 않아 관광 문학에서 더 많은 ""놀이""를 얻지 못하고 인근 호텔에서도 잘 알려져 있지 않습니다.",2017년 3월 • 개인,,영어
2952,대구약령시한방문화축제,대구 대구광역시 중구 남성로 51-1,4.0,"['2', '8', '3', '0', '0']",대구 근대골목투어와 함께 즐기세요,4.0,"약령시는 원래 조선시대 효종 때부터 열린 청주, 대전, 공주, 대구, 전주, 원주 등에서 한약재를 전문적으로 유통·판매하는 재래시장으로 그 중에서도 대구 약령시가 유명합니다. 주요품목은 한약재로 근방에 한약방과 한의원이 많고, 덕분에 근처에 가기만 해도 씁쓰르한 한약냄새가 풍기죠. 약전골목이라고도 합니다. 약전골목은 1650년대에 개설되었으며, 해마다 음력 2월과 10월에 남문안 객사 근처에서 10~20일 동안 열렸다고 하네요. 매년 5월 대구광역시청이 주관하는 대구약령시한방문화축제가 개최되고 있으니 이때, 한번 여행하면 좋을듯하네요. 여담으로 이곳에서 동쪽으로 조금만 가면 대구 최대 번화가인 동성로가 나온답니다.",2017년 5월 • 가족,2017년 5월 11일 작성,한국어
2953,영남제일관,대구 수성구 팔현길 248,4.0,"['1', '3', '2', '0', '0']",귯굿ㅇ,4.0,"이런곳이 있는지 몰랐는데 우연히 보게된곳!
대구의 읍성이라는데 개방시간이 동절기 하절기 다 오후 6시까지니 그전에 방문해보싀ㅣ용",2019년 9월 • 친구,2019년 9월 14일 작성,한국어
2954,대구약령시한방문화축제,대구 대구광역시 중구 남성로 51-1,4.0,"['2', '8', '3', '0', '0']",약령시 한방문화축제,4.0,"대구 서문시장과 함께 유명한 약령시의 한약 시장 부흥을 위한 축제.
거리 전체가 한약을 파는 곳들이다보니 한방 지식에 관한 것들로 구성된 축제를 열고 있다.
대구에서 매년 열리며, 여름에 컬러풀 페스티벌과 함께 열린다.",2016년 5월 • 비지니스,2017년 3월 19일 작성,한국어
2955,영남제일관,대구 수성구 팔현길 248,4.0,"['1', '3', '2', '0', '0']",망우 공원 속 역사적 공간,4.0,"망우 공원 안에 있어요 어릴적에는 그림그리러 많이 갔어요 영남제일관문을 주제로 많이 그리곤 했어요~~~ 도심 안에 이런 역사적인 장소가 드물죠~
주위 공원도 잘 정비되어 있어 나들이 공간으로 최적입니다",2018년 1월 • 친구,2018년 1월 25일 작성,한국어
2956,대구약령시한방문화축제,대구 대구광역시 중구 남성로 51-1,4.0,"['2', '8', '3', '0', '0']",대구광역시에서 열리는 한방 축제,5.0,"현재 대구에서 매년 5월에 열리는 한방에 관한 축제입니다.
원래는 약령 이라는 지명의 도시가 예전부터 한약재로 유명했다고 하는데요.
지금은 대구에서 개최됩니다. 한방축제 답게 전통공연인 국악공연, 한방재에 관한 퍼포먼스 등등 작고 여러가지 공연이 많아서 외국인들이 보기에도 좋을거에요.
한약재등 한방관련 상품도 살수있어서 좋았습니다.",2016년 5월 • 가족,2016년 8월 18일 작성,한국어
2957,영남제일관,대구 수성구 팔현길 248,4.0,"['1', '3', '2', '0', '0']",영남제일관,4.0,"옛 달구벌 읍성의 흔적이 남은 곳이다. 이 곳을 통하여 사람들이 출입을 했었다.
지금은 강을 따라서 산책로가 조성되어 있으므로, 옛 성터를 보면서 산책을 하는 코스를 추천한다.",2016년 6월 • 개인,2016년 9월 19일 작성,한국어
2958,영남제일관,대구 수성구 팔현길 248,4.0,"['1', '3', '2', '0', '0']",좋은,3.0,"이 고대 문은 새로운 토대 (T. Adv.지도에 표시된 곳이 아닌 Inter Burgo Hotel에 가깝습니다.)에 가까운 교외 지역에서 재건축되었습니다. 그것은 고전적인 한국 건축물로, 특히 밤에는 매우 훌륭하지만 예외는 아닙니다. 그렇지 않으면 우회 할 필요가 없으면 지나칠 가치가 있습니다.",2018년 8월 • 개인,,한국어
2959,영남제일관,대구 수성구 팔현길 248,4.0,"['1', '3', '2', '0', '0']",아름다운 사원,5.0,우리는 한 20분 걸어서 갈 수 있는 곳에 자리 잡고 공원을 가로지르는 나무 공업 지역으로 둘러싸여 있다. 그 사원의 밤에 환상적인 뷰.,2017년 5월 • 친구,번역: Asia Online Language Studio,한국어
2960,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",小吃市場,5.0,西門市場擁有80多個攤販，從入口開始尋找小吃，我們嚐了魚板、熱狗、辣炒年糕、糖餅、血腸⋯，這裡真的有好多美食，而且價錢也不貴喔！還有一些服飾與擺飾可以逛呢!,2018년 12월 • 친구,2019년 1월 21일 작성,중국어(타이완)
2961,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",大啖西門市場,4.0,"到大邱，每個來過的人都告訴我一定要去西門市場，所以不免俗的還是來一趟！3號出口後右轉就看見我愛吃的호똑 (糖餅)，儘管是用炸的，還是好吃不油膩。邊吃邊走，看到很多賣毛線，難怪書上寫大邱是以紡織爲名。
正準備往第二區(2지구상가)，拐個彎看到很多人排隊買김밥 (海苔飯捲)，我也上前湊熱鬧。不知道哪種口味好吃，索性全買(一捲600，全買共13捲7800韓元)，김밥上面塗了ㄧ層香油，還真是好吃，要不是爲了留點肚子給後面的美食，不然我一定吃光。
雖然有갈국수길 (刀切麵一條街)，我們還是往第二區的地下美食街去。大部分的店已經休息，因為夜市場7:30開始，所以商場大概6:30左右就休息了。我們仍趕上最後一段時間，當然ㄧ定要來個갈국수+제비(刀削麵+麵疙瘩)，還有大邱才有的납작만두(扁餃子)。
夜市場7:30準時開始，就看到每一攤前面，人們乖乖的排隊，雖然人多卻不顯得亂，這真是我有史以來看到最有秩序的夜市，也無大聲喧嘩，有的也只是路邊藝人的美歌聲！雖然肚子很飽，我們繞一圈後決定吃了소내장 (烤牛雜)和닭발(辣炒雞爪)，喔喔，還有甜甜的草莓糖葫蘆。
天呀！真希望我有個牛胃！

#서문시장",2018년 12월 • 친구,2018년 12월 31일 작성,중국어(타이완)
2962,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",兼具旅遊及地道特色的市場,3.0,市場面積很大，有很多地道食品，如紅荳餅，韓式麵食，榚點等等。買的東西也不少，乾糧，煮食材料，衣服等（不要寄望驚喜，只是一般實用款式）,2018년 12월 • 커플,2018년 12월 22일 작성,중국어(타이완)
2963,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",那地方關門了，我很失望,1.0,谷歌表示夜市每天開放。市場上的牌子上也是這麼寫的。但是你猜怎麼著，我們晚上七點半去的，整個市場都關門了!我們很失望。,,2018년 12월 6일 작성,중국어(타이완)
2964,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",很多特色小吃,4.0,大邱走走，西門市場是必到地方，賣的都是日用衣裝，不太合遊客口味，唯一可取是這兒有不少地道小吃，一枝枝的魚肉串味道很不錯，還有不少小吃待各人尋味！,2018년 11월 • 커플,2018년 11월 16일 작성,중국어(타이완)
2965,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",體驗當地人的生活方式,4.0,這是一個典型的韓國開放市場，幾乎所有東西都在這裏出售，當地人會去那裡購買日常必需品。有很多當地的食物可以用比較低的價格嘗試和品嘗。乘地鐵去那裡很方便。我們從市內觀光巴士上下車。去看看，聞一聞，嘗嘗他們烹飪時用到的食材。,,2018년 9월 2일 작성,중국어(타이완)
2966,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",夜市不是特別大，有好吃的街邊小吃,5.0,大邱不是一個大城市，所以晚上並沒有很多事情可以做。西門市場是個可以去的地方。那兒可能有30個左右的小吃攤。一定不要自己一個人去，因為吃了一兩道小吃就飽了。和4-5個人一起，這樣可以嘗試5-6個小吃攤。我們最後到了賣Bingsu的地方，點了很棒的帶黑芝麻的Bingsu。,,2018년 6월 2일 작성,중국어(타이완)
2967,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",下雪店家少一半,4.0,聽說週末會大排長龍，我來的當天剛好下過雪，攤位就少了一半以上，點的食物很快就冷掉了，賣的還有東南亞美食！,2018년 3월 • 친구,2018년 3월 19일 작성,중국어(타이완)
2968,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",建築內的立體市場與街上的攤販與夜市,4.0,"白天時的市場販賣各式各樣的商品，主要為紡織品、以及街道上的小吃攤販（扁餃子跟糖餅超級好吃！）與水果、飲料攤商，大約營業到傍晚五六點就結束營業。
晚間七點半時在最南邊的道路會出現夜市攤車，各式異國料理為主，價格稍微高一點，也會有座位區可以享用。",2018년 3월 • 친구,2018년 3월 19일 작성,중국어(타이완)
2969,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",如果你來参觀大邱不要錯過這裏,5.0,坐公交或者地鐵很容易到達，但是我們很享受步行25分鐘到市中心。哇，太多的東西可以看，可以買，可以吃。從魚到毛巾到絲綢到衣服，還有很多其他的。這裏太大了我確信我們還沒有看到一半。我們給我們的孫女買了非常可愛的嬰兒服。,,2018년 2월 22일 작성,중국어(타이완)
2970,모다 아울렛,대구 달서구 달서대로 411,2.5,"['1', '0', '8', '0', '3']",모드 아울렛,1.0,"나에게있어서의 moda 소매점은 내가 전혀 기대했던 것이 아니었다. 가격은 싸지 않았습니다. 당신은 몇 가지 일을 할 수 있지만 ""아울렛""에서 기대할 수있는 것은 아닙니다.",2019년 1월 • 커플,,한국어
2971,봉산문화거리,"대구 Bongsan-dong, Jung-gu",3.5,"['4', '10', '2', '2', '1']",大邱で気軽にアートを楽しむのに良いエリアです,5.0,大邱の繁華街、東城路から達句伐大路をそのまま南側に渡ったところから続くストリートで、アートの発信地としてお洒落な雰囲気のお店やギャラリーが続いています。壁面アートなども楽しめますので、街歩きスポットとしても楽しめますが、意外と飲食店やカフェも多いので、御食事時に訪問するのもお勧めです。尚、夜間は入口の所にある円形の二つの大きな電飾がランドマークになっていて、こちらも非常に見応えがありますし、文化会館前付近では、冬季にはイルミネーションも輝いていて幻想的な雰囲気を楽しむことが出来ました。,2017년 1월 • 개인,2017년 1월 23일 작성,일본어
2972,청라언덕,대구 중구 서성로 7,4.0,"['3', '5', '1', '0', '0']",Un lieu romantique et historique,4.0,"On accède à la colline par l'escalier où se déroula la manifestation pour l'indépendance le 1er mars 1919, le long de la cathédrale. Au sommet de la colline se trouvent plusieurs maison anciennes qui furent construites au tournant du 20ème siècle (certaines utilisèrent les pierres de la forteresse Dalgu détruite en 1907) pour abriter les missionnaires venus évangéliser la population coréenne. On y trouve aussi une pierre gravée célébrant une chanson populaire célèbre ""Dongmu Saenggak"", (Pensées pour mon ami).",2018년 6월 • 커플,2018년 7월 11일 작성,프랑스어
2973,호텔인터불고대구카지노,대구 수성구 팔현길 212,3.5,"['0', '5', '1', '0', '1']","끔찍한 서비스, 수영장 사용의 허위 진술",1.0,"열 살짜리 아들이 관절염에 걸려서 매일 수영장에서 물리 치료를 받아야하므로이 호텔을 예약했습니다. 우리가 도착했을 때 우리는 그가 14 세 미만이기 때문에 수영장에 들어갈 수 없다고 들었습니다. 그들은 수영장 사용 정책을 나타내는 웹 페이지 맨 아래에 미세한 글씨를 보여주었습니다. 끔찍한 고객 서비스, 엄격하고 이상한 관리. 또한 밤 8 시까 지 대규모 개조 및 공사 소음이 있습니다. 역겨운 경험.",2019년 8월 • 가족,,영어
2974,호텔인터불고대구카지노,대구 수성구 팔현길 212,3.5,"['0', '5', '1', '0', '1']",여기에 많은,4.0,이 4성급 호텔은 아니지만 그들이 하는 것 보다는 3.5 - 4. 호텔 로비 및 객실은 좋지만 마무리가 부족한 것 같은 편의 시설을 천의 간단한 입욕. 방 안에는 usb 아울렛. 이 호텔에는 전기 컨버터 대여. 직원들은 영어를 이해 합니다. 방은 편안하고 대형. 두 개의 tv 는 영어 방송 뉴스 정거자 주었습니다. 저렴한 가격에 꼭 다시 머무르고 싶어요. 호텔에 머무는 것이 작은 사람들이 있었습니다. 곧 나갈 것 같은 비즈니스 수 있습니다.,2017년 5월 • 비지니스,번역: Asia Online Language Studio,영어
2975,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",很好,4.0,我和朋友一起去旅行。市場里有很多商家，特別有很多飯店。我們吃炒年糕還有魚餅。聽所大邱很有名魚餅，於是我們買了幾十個魚餅打包了。要是你們去市場一定吃魚餅吧。還有別去夏天。,,2018년 1월 22일 작성,중국어(타이완)
2976,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",西門市場,4.0,西門市場位於大邱市中心..可輕鬆地搭乘大邱地鐵到達..在這市場可以親近韓國日常生活..也有許多韓國的庶民小吃可供品嘗..是到大邱不可錯過的市場,2017년 8월 • 커플,2017년 12월 4일 작성,중국어(타이완)
2977,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",當地有趣的市場,3.0,選擇白天的時候去西門市場，可以看見許多當地人的生活和消費，市場非常大，賣的東西很多都很有意思，值得花點時間走走看看。,2017년 10월,2017년 11월 7일 작성,중국어(타이완)
2978,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",大邱之旅,4.0,一個非常棒的山上站點。值得依賴。一定要來大邱的西門市場。離市區很近。他們全都在一起，有很多南韓特色的旅行、時尚、食物和紀念品等。遊覽沿着路或者沿着地鐵都很方便。大部分都寫着英語。食物非常好吃。更多樣也再便宜一點就更好啦。,,2017년 10월 7일 작성,중국어(타이완)
2979,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",盛情款待,3.0,這個市場的商品只有你想不到沒有你買不到。有家庭用品，紀念品，蔬菜，海鮮乾貨，珠寶，衣服等等。最棒的是包有葵花籽和肉桂糖的小煎餅。我們在韓國找到了幾個地方，但都不如在這個市場好。,,2017년 9월 16일 작성,중국어(타이완)
2980,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",當你想到亞洲市場時，這超出了你的想象！,5.0,大邱是一個多瘋狂多酷的地方！ 如果你在那隻能去一個地方，那這就是你要去的地方！ 這裏很混亂，有着各種各樣的商品，其中一半你不知道他們是什麼。 我們花了大約四個小時在這個巨大的市場，我一定要再回去一次去把它逛完。 絕對值得再來一次！,,2017년 8월 31일 작성,중국어(타이완)
2981,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",超大逛不完,5.0,西門市場有很多當地美食 薄水餃 刀削麵 剪糖餅 等當地韓國傳統小吃 但市場實在太大了 一度找不到食物的位置,2017년 8월,2017년 8월 24일 작성,중국어(타이완)
2982,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",地道食物、夜市7:30以後,3.0,好多韓國人在這裏吃道地的韓國食物，在市場裏各處都售賣一種黃色的飲品並有類似啫喱在其中，試了一杯，味道竟然是鹹的，很難喝！不過也是很好的經驗。吃了一碗地道的韓國麵，原來大部份人吃的麵也是齋麵，味道很好！夜市是完全不同的，7:30才開舖，主要係年青人的市場，還有live band和hip hop街頭舞，有很多小食檔口，有點像台灣的夜市。,2017년 6월 • 가족,2017년 7월 16일 작성,중국어(타이완)
2983,서문 시장,대구 중구 큰장로26길 45,4.0,"['99', '167', '52', '7', '2']",夜晚街頭的食物金礦,5.0,雖然市場白天開放，但晚上在街上推100個攤位時更有活力。有各種各樣的東西，但食物是最大的吸引力。它的範圍從標準的東西（漢堡和牛排）到異國風味（炸章魚，雞爪）到奇異的（油炸牛奶）。,,2017년 6월 17일 작성,중국어(타이완)
